worker,dateTime,backgrounder,visqlServer1,visqlServer2,tdeserver64,other,wgserver,postgres,dataserver
w1,03/10/2015 13:10:14.053,9.912598284486512,50.00000000032615,8.474297896204273,2.3268597725216784,0.9567771349530059,9.830424292333904,2.9415856270869027,15.557456992087568
