worker,dateTime,period,backgrounder,visqlServer1,visqlServer2,tdeserver64,other,wgserver,postgres,dataserver
w2,03/23/2015 16:30:51.421,day,2.9577258378216267,13.914564351137015,24.13566533238151,2.4360554984274727,20.493526829373437,27.294433666128548,3.5145040058300445,5.253524478900343
